fadfasf
29.601338,106.474421,212,20.1663,1517659582
29.600599,106.473877,211,19.9773,1517659587
29.599863,106.473332,212,19.277,1517659592
29.599196,106.472872,212,17.5127,1517659597
29.598520,106.472388,212,18.1681,1517659602
29.597820,106.471862,214,19.1205,1517659607
29.597101,106.471341,213,19.1343,1517659612
29.596353,106.470812,213,20.3306,1517659617
29.595596,106.470297,211,19.5484,1517659622
29.594796,106.469793,206,20.4002,1517659627
29.593889,106.469359,199,21.6295,1517659632
29.592935,106.469049,193,21.2373,1517659637
29.592064,106.468873,189,20.2018,1517659642
29.591115,106.468716,189,21.2736,1517659647
29.590192,106.468554,189,19.6676,1517659652
29.589362,106.468396,190,17.222,1517659657
29.588611,106.468236,190,15.9965,1517659662
29.587967,106.468140,188,13.4602,1517659667
29.587374,106.468039,190,13.5422,1517659672
29.586812,106.467899,195,13.4804,1517659677
29.586227,106.467664,203,15.1793,1517659682
29.585567,106.467265,211,16.9506,1517659687
29.584936,106.466711,221,18.1305,1517659692
29.584483,106.466200,227,14.8357,1517659697
29.584151,106.465633,231,14.7006,1517659702
29.583766,106.465027,233,15.3771,1517659707
29.583308,106.464370,230,17.1734,1517659712
29.582796,106.463680,228,17.2985,1517659717
29.582279,106.462996,228,17.5969,1517659722
29.581732,106.462343,228,17.9298,1517659727
29.581165,106.461658,227,18.6207,1517659732
29.580602,106.460952,228,18.5596,1517659737
29.580044,106.460238,228,18.5611,1517659742
29.579509,106.459532,229,18.3698,1517659747
29.578973,106.458849,229,17.2695,1517659752
29.578429,106.458165,228,18.1056,1517659757
29.577866,106.457471,229,19.038,1517659762
29.577276,106.456716,227,19.8593,1517659767
29.576666,106.455974,228,19.0354,1517659772
29.576042,106.455286,219,16.0704,1517659777
29.575454,106.454805,211,14.8135,1517659782
29.574917,106.454463,211,13.8963,1517659787
29.574412,106.454073,205,13.8497,1517659792
29.573781,106.453770,208,13.9644,1517659797
29.573193,106.453408,208,16.3535,1517659802
29.572514,106.453016,206,17.9215,1517659807
29.571813,106.452613,207,17.0709,1517659812
29.571160,106.452236,205,15.5518,1517659817
29.570552,106.451904,207,14.2029,1517659822
29.570051,106.451601,217,11.966,1517659827
29.569740,106.451347,216,10.0198,1517659832
29.569481,106.451154,207,8.6778,1517659837
29.569038,106.450918,208,12.186,1517659842
29.568461,106.450611,207,14.8948,1517659847
29.567818,106.450225,209,15.5774,1517659852
29.567268,106.449849,209,13.7004,1517659857
29.566767,106.449533,209,14.3721,1517659862
29.566178,106.449157,210,14.8221,1517659867
29.565575,106.448767,214,15.5608,1517659872
29.564970,106.448357,210,15.3189,1517659877
29.564485,106.447867,242,14.0055,1517659882
29.564445,106.447279,302,9.3227,1517659887
29.564907,106.447139,21,6.8452,1517659892
29.565123,106.447625,88,11.1105,1517659897
29.565163,106.448389,89,12.1546,1517659902
29.565190,106.449070,87,12.2622,1517659907
29.565242,106.449652,76,10.3545,1517659912
29.565415,106.450117,52,8.3579,1517659917
29.565670,106.450385,29,7.4225,1517659922
29.565975,106.450597,40,8.2287,1517659927
29.566277,106.450898,41,9.803,1517659932
29.566596,106.451260,53,9.7647,1517659937
29.566867,106.451716,59,10.2815,1517659942
29.567083,106.452124,62,8.4549,1517659947
29.567187,106.452417,74,5.9489,1517659952
29.567252,106.452742,82,6.0634,1517659957
29.567260,106.453107,83,6.2721,1517659962
29.567243,106.453308,94,3.7287,1517659967
29.567238,106.453418,92,2.2403,1517659972
