486921947,1985690317,1985690304,29.498481,106.619743,29.498169,106.619550
486921994,1985690301,1985690303,29.497913,106.619604,29.497943,106.619766
486921997,1985690298,1985690296,29.497850,106.620017,29.497731,106.620121
486921996,1985690300,1985690298,29.497909,106.619915,29.497850,106.620017
486921948,1985690304,1985690299,29.498169,106.619550,29.497887,106.619364
486921995,1985690303,1985690300,29.497943,106.619766,29.497909,106.619915
486921993,1985690297,1985690301,29.497844,106.619475,29.497913,106.619604
486921990,1985690290,1985690293,29.497307,106.619343,29.497495,106.619338
486922020,1985690252,1985690254,29.484557,106.618883,29.484718,106.617865
392158517,1537387191,1985690255,29.495683,106.621630,29.495644,106.621841
486921955,1985690264,1985690255,29.496492,106.619972,29.495644,106.621841
392158514,1537387183,1985690257,29.495629,106.620890,29.495686,106.621139
237780785,1537387118,1985690258,29.494796,106.620068,29.496217,106.620322
486921984,1537387178,1985690260,29.495788,106.621725,29.496273,106.620616
486922372,1537387229,1985690262,29.496141,106.621344,29.496381,106.621112
486921950,1985690294,1985690291,29.497594,106.619265,29.497315,106.619262
486921842,1537387233,1985690289,29.496577,106.620386,29.497167,106.620464
486921989,1985690287,1985690290,29.497091,106.619428,29.497307,106.619343
486921998,1985690296,1985690292,29.497731,106.620121,29.497471,106.620275
486921992,1985690295,1985690297,29.497699,106.619373,29.497844,106.619475
486921954,1985690267,1985690264,29.496639,106.619698,29.496492,106.619972
486921985,1985690260,1985690265,29.496273,106.620616,29.496582,106.619952
486921953,1985690271,1985690267,29.496823,106.619504,29.496639,106.619698
486921986,1985690265,1985690269,29.496582,106.619952,29.496749,106.619713
486921952,1985690285,1985690271,29.497055,106.619336,29.496823,106.619504
486921987,1985690269,1985690283,29.496749,106.619713,29.496909,106.619549
486921951,1985690291,1985690285,29.497315,106.619262,29.497055,106.619336
486921988,1985690283,1985690287,29.496909,106.619549,29.497091,106.619428
237780756,1985690292,1985690288,29.497471,106.620275,29.497107,106.620265
237780751,1537387379,1985690323,29.499577,106.619881,29.499148,106.620058
486921944,1537387379,1985690321,29.499577,106.619881,29.499108,106.619873
486921945,1985690321,1985690319,29.499108,106.619873,29.498741,106.619835
486921946,1985690319,1985690317,29.498741,106.619835,29.498481,106.619743
486922017,1985690253,1985690251,29.484637,106.617861,29.484483,106.618896
486921844,1537387334,1985690315,29.497801,106.620485,29.498359,106.620462
237780755,1537387289,1985690292,29.497741,106.620276,29.497471,106.620275
486922018,1537386927,1985690253,29.484733,106.617045,29.484637,106.617861
486921991,1985690293,1985690295,29.497495,106.619338,29.497699,106.619373
486921949,1985690299,1985690294,29.497887,106.619364,29.497594,106.619265
475822130,2312078490,2312078491,29.510308,106.719023,29.510378,106.719775
475822129,2312078550,2312078490,29.510359,106.718144,29.510308,106.719023
475822134,2312078722,2312078488,29.511335,106.722091,29.512320,106.723015
475822135,2312078488,2312078469,29.512320,106.723015,29.513758,106.724238
475822137,2312078658,2312078466,29.514971,106.725826,29.516488,106.727134
475822131,2312078491,2312078465,29.510378,106.719775,29.510602,106.720590
379139916,1460174571,2312080600,29.514720,106.651754,29.513905,106.654082
379142286,1460186751,2312080600,29.514171,106.654157,29.513905,106.654082
475822093,2312081499,2312081486,29.454121,106.720010,29.454046,106.720461
475822083,1928805648,2312081487,29.453530,106.713702,29.452902,106.714840
475822090,2312081501,2312081488,29.453766,106.717478,29.454009,106.718036
475822091,2312081488,2312081489,29.454009,106.718036,29.454116,106.718616
475822085,2312081491,2312081490,29.452495,106.715676,29.452509,106.716342
475822084,2312081487,2312081491,29.452902,106.714840,29.452495,106.715676
475822086,2312081490,2312081492,29.452509,106.716342,29.452794,106.717006
475822099,2312081502,2312081493,29.452869,106.720332,29.452569,106.720783
475822101,2312081503,2312081493,29.452640,106.720676,29.452569,106.720783
475822102,2312081493,2312081494,29.452569,106.720783,29.452061,106.720762
475822104,2312081496,2312081495,29.451841,106.721126,29.451673,106.721555
475822103,2312081494,2312081496,29.452061,106.720762,29.451841,106.721126
475822087,2312081492,2312081497,29.452794,106.717006,29.453000,106.717178
475822096,2312081500,2312081498,29.453500,106.720590,29.453238,106.720311
475822092,2312081489,2312081499,29.454116,106.718616,29.454121,106.720010
475822095,2312081505,2312081500,29.453785,106.720675,29.453500,106.720590
475822089,2312081506,2312081501,29.453294,106.717157,29.453766,106.717478
475822098,2312081504,2312081502,29.453014,106.720226,29.452869,106.720332
475822100,2312081493,2312081503,29.452569,106.720783,29.452640,106.720676
475822097,2312081498,2312081504,29.453238,106.720311,29.453014,106.720226
475822094,2312081486,2312081505,29.454046,106.720461,29.453785,106.720675
